,disease_id,disease_name,disease_size,median_comp,null_medians_comp,pvalue_comp
1747,C1857486,"Low-set, posteriorly rotated ears",110,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1748,C0266589,Congenital ear anomaly NOS (disorder),29,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1749,C0024530,Malaria,16,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1750,C0423110,Downward slant of palpebral fissure,158,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1751,C1858285,Decreased number of large and small myelinated fibers,19,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00054075 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00030508 0.         0.         0.
 0.         0.         0.00029417 0.         0.0005737  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00052127
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00024565 0.         0.         0.         0.         0.00013796
 0.         0.         0.         0.00042994 0.         0.
 0.         0.         0.         0.00026516]",0.09
1752,C0423113,Telecanthus,62,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1753,C1854928,Protuberant abdomen,15,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1754,C0036454,Scotoma,10,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1755,C0010606,Adenoid Cystic Carcinoma,99,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1756,C0349588,Short stature,527,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1757,C0023264,Leigh Disease,35,0.0028128319076880168,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1758,C0266619,Potter's facies,9,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1759,C0575059,Spastic tetraparesis,12,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00038261 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.01
1760,C4025787,Skull defect,10,0.0014103148011069013,"[0.         0.         0.00045965 0.00054705 0.         0.
 0.         0.         0.00050865 0.         0.         0.00047507
 0.         0.         0.00051681 0.         0.00081008 0.
 0.00059478 0.         0.         0.00033516 0.         0.
 0.         0.00042432 0.00051242 0.00105431 0.00072441 0.0004839
 0.         0.         0.0007631  0.00078066 0.         0.
 0.         0.         0.         0.         0.         0.00049904
 0.00047115 0.         0.00042949 0.00031038 0.         0.
 0.         0.         0.         0.         0.00064817 0.
 0.00035294 0.         0.         0.         0.         0.
 0.         0.00026143 0.00077699 0.         0.         0.00049739
 0.         0.00047935 0.00135814 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00071856 0.         0.         0.
 0.         0.00060362 0.         0.         0.00026234 0.
 0.         0.         0.         0.         0.         0.
 0.         0.00037981 0.         0.        ]",0.0
1761,C3808377,"CATARACT 16, MULTIPLE TYPES",15,0.000293271828714699,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1762,C0240635,Byzanthine arch palate,193,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1763,C0221204,Lytic lesion,32,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1764,C1800706,Idiopathic Pulmonary Fibrosis,15,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1765,C0233715,Speech impairment,112,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1766,C0206620,"Lymphangioma, Cystic",21,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1767,C0036857,Severe mental retardation (I.Q. 20-34),96,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1768,C0240912,Vertical Talus,25,0.00030641509006634846,"[0.         0.         0.         0.00058301 0.         0.00017179
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00033486
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.0001842  0.         0.00038782 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00021964 0.
 0.         0.         0.00044837 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00055932 0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.05
1769,C0221209,Pelvic kidney,10,0.0007695623444415009,"[0.00076827 0.00063098 0.         0.00088455 0.         0.00060315
 0.00061362 0.00097226 0.         0.         0.         0.
 0.00074548 0.         0.         0.00062107 0.         0.
 0.00044926 0.         0.         0.         0.         0.
 0.00080266 0.         0.         0.00116908 0.00085223 0.
 0.00038362 0.00048295 0.00060313 0.         0.00042337 0.00147196
 0.00068121 0.         0.         0.00048621 0.         0.00035679
 0.         0.         0.         0.         0.         0.0007984
 0.         0.00063022 0.00046565 0.         0.         0.
 0.         0.00052295 0.00056606 0.         0.         0.000878
 0.         0.         0.         0.         0.00045109 0.
 0.         0.         0.         0.00055737 0.         0.00025643
 0.00052153 0.         0.         0.         0.         0.
 0.00045765 0.         0.         0.         0.00057408 0.
 0.00087233 0.         0.         0.         0.00020511 0.0003479
 0.00028648 0.         0.00058542 0.00054385 0.00056271 0.
 0.0011483  0.         0.         0.00052317]",0.1
1770,C0522055,Electrocardiogram abnormal,81,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1771,C0520966,Abnormal coordination,14,0.0,"[0.         0.         0.         0.00036235 0.         0.
 0.         0.         0.         0.00040851 0.         0.00074719
 0.         0.         0.         0.         0.         0.
 0.         0.00022702 0.         0.00056547 0.         0.
 0.         0.         0.         0.00092202 0.         0.
 0.         0.         0.         0.         0.         0.
 0.00057927 0.         0.00087857 0.00063814 0.         0.00020193
 0.         0.00036843 0.         0.         0.         0.00062527
 0.         0.         0.         0.0003916  0.         0.
 0.         0.         0.         0.         0.         0.
 0.00071955 0.         0.00053322 0.         0.         0.
 0.         0.         0.         0.         0.         0.00071917
 0.         0.         0.0003792  0.         0.         0.00044338
 0.         0.         0.00053181 0.         0.         0.
 0.         0.         0.00054224 0.00018885 0.         0.
 0.         0.00096175 0.         0.         0.00093889 0.
 0.00052021 0.         0.         0.00041512]",0.25
1772,C0553730,Calcium pyrophosphate deposition disease,13,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1773,C0019284,Diaphragmatic Hernia,40,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1774,C0282612,Prostatic Intraepithelial Neoplasias,11,0.004524293039066628,"[0.00196062 0.00140024 0.0014343  0.00161332 0.00187596 0.00083768
 0.00124073 0.00171538 0.00127952 0.00131729 0.00132969 0.00182972
 0.00221116 0.00162369 0.00151531 0.00147827 0.00167437 0.00228202
 0.0021423  0.0020578  0.00182342 0.00164708 0.00201612 0.00242543
 0.00172283 0.00222437 0.00220998 0.0014955  0.00171388 0.0010951
 0.00180858 0.0018444  0.00146178 0.00173526 0.00099838 0.00188264
 0.00211846 0.00141839 0.00159731 0.00198043 0.00170651 0.00114744
 0.00313575 0.00213221 0.00141987 0.00318554 0.00161677 0.0013894
 0.00240654 0.00182663 0.00164012 0.00164348 0.00141089 0.00213882
 0.00189055 0.00140546 0.00158916 0.001982   0.00128019 0.00162586
 0.00214505 0.00306838 0.00254771 0.00194261 0.00250643 0.00282495
 0.0017796  0.0017277  0.00115095 0.0011758  0.00046509 0.00203622
 0.00211589 0.00136822 0.00149236 0.00140126 0.00156407 0.00093857
 0.00230688 0.00159903 0.00115795 0.0029402  0.0015885  0.00202247
 0.00149301 0.00206711 0.00151463 0.00188115 0.002101   0.00173436
 0.0021346  0.00181258 0.00175348 0.00124998 0.00137247 0.00198265
 0.00185066 0.00166438 0.00216003 0.00131053]",0.0
1775,C4280637,Hypertrophy of supraorbital margins,19,0.0008259050644225587,"[0.00064413 0.00084246 0.0008841  0.00121703 0.00037992 0.
 0.00110724 0.00050813 0.00058063 0.00099752 0.00039519 0.00058087
 0.0006336  0.00099333 0.00076257 0.00136354 0.00045689 0.00074934
 0.00081677 0.00106047 0.00016292 0.00106771 0.00077442 0.00081275
 0.00148167 0.00069385 0.00037833 0.00063477 0.000736   0.00075177
 0.00062984 0.00038175 0.00056504 0.00084985 0.00096824 0.00049829
 0.00046906 0.00086481 0.00086441 0.0005869  0.00033335 0.00061765
 0.00095145 0.00040624 0.00043754 0.00072517 0.00095591 0.00054586
 0.00012493 0.00032819 0.00035523 0.00039874 0.00054947 0.00045884
 0.00093207 0.00033455 0.00057218 0.00084569 0.00055349 0.0004913
 0.00056106 0.00075209 0.00054015 0.00099109 0.00035356 0.00113655
 0.00077783 0.00038253 0.00061597 0.00081452 0.0007656  0.00079788
 0.00035387 0.00092238 0.0007422  0.00033824 0.000278   0.00062788
 0.00032985 0.0005695  0.00048118 0.00087625 0.         0.00063728
 0.00087971 0.00073144 0.00047407 0.00041716 0.00101728 0.00088582
 0.00087803 0.00065576 0.00045693 0.00047761 0.00077245 0.00077325
 0.00091751 0.00095753 0.00040293 0.00063189]",0.28
1776,C0747085,Recurrent otitis media,42,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1777,C4280639,Hyperplasia of supraorbital margins,19,0.0008259050644225587,"[1.01694929e-03 7.39294786e-04 8.01313954e-04 6.20220460e-04
 4.77333153e-04 1.39052147e-03 0.00000000e+00 7.19539805e-04
 3.83264182e-04 1.03224636e-03 4.88197827e-04 3.95647366e-04
 3.86922866e-04 9.60762516e-04 6.42537127e-04 4.18109742e-04
 8.33516265e-04 7.82650158e-04 7.33750414e-04 6.32521316e-04
 8.88460832e-04 5.49533868e-04 0.00000000e+00 8.83817001e-04
 6.38899962e-04 7.52701249e-04 2.92385367e-04 2.99528759e-04
 7.96888530e-04 7.07428864e-04 7.65754463e-04 1.31024016e-03
 4.38397812e-04 0.00000000e+00 7.60793620e-04 6.60478792e-04
 7.41361192e-04 4.76005648e-04 6.80799469e-04 1.21618208e-03
 9.56463450e-04 6.83326364e-04 7.78945460e-04 6.05008655e-04
 9.66879554e-04 7.98338544e-04 5.43405080e-04 1.09100044e-03
 8.63265851e-04 2.29933765e-04 6.26963107e-04 8.59631420e-04
 4.67106690e-04 9.71743923e-04 6.21688743e-04 5.42010029e-04
 1.04379557e-03 8.92695591e-04 1.19951545e-03 4.03041118e-04
 1.05830359e-03 5.25873070e-04 7.09983966e-04 9.42511011e-04
 5.63880675e-04 9.12685017e-04 3.12249401e-04 4.76543104e-04
 8.98897016e-04 5.19333150e-04 1.17795083e-03 1.04655395e-03
 2.01120078e-04 4.33844241e-04 6.14018616e-04 2.02657944e-04
 3.62820267e-04 7.52105080e-05 6.61164216e-04 5.11862582e-04
 8.03977480e-04 0.00000000e+00 3.24420620e-04 9.29478854e-04
 7.12491633e-04 6.78370622e-04 4.31060028e-04 3.65598848e-04
 9.06806574e-04 4.78419847e-04 5.04401566e-04 0.00000000e+00
 6.46365403e-04 6.89273608e-04 5.79208505e-04 6.87269276e-04
 5.66757355e-04 5.47347967e-04 7.11761813e-04 6.63653731e-04]",0.26
1778,C1849211,Generalized hirsutism,36,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00036683 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00040237 0.         0.
 0.         0.         0.         0.00024204 0.         0.
 0.         0.00035944 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00027441 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.05
1779,C0018777,Conductive hearing loss,119,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1780,C0018772,"Hearing Loss, Partial",182,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1781,C0008780,Ciliary Motility Disorders,35,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
1782,C0010043,Corneal Ulcer,13,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00054446 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00058674 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.02
