disease_id,disease_name,disease_size,loo_median_COMP,loo_median_DNS,null_loo_medians_COMP,null_loo_medians_DNS,pvalue_COMP,pvalue_DNS
C0020461,Hyperkalemia,17,0.017224291486185487,0.0,"[0.00324119 0.00439205 0.00201449 0.00235702 0.004212   0.00186571
 0.00750287 0.0043073  0.00346396 0.00168402 0.00887567 0.00451544
 0.00332558 0.00473408 0.00742689 0.00861566 0.00749321 0.00753555
 0.00479082 0.00862294 0.00742343 0.0006439  0.00241873 0.00319256
 0.00179645 0.00503653 0.00128427 0.00297164 0.0035984  0.00221733
 0.010249   0.00652758 0.00448882 0.00823676 0.0019283  0.00782816
 0.00967039 0.001679   0.0032762  0.00855973 0.00729706 0.00624245
 0.00434747 0.00394608 0.00206544 0.00397195 0.00392698 0.00982804
 0.00418041 0.00557289 0.00677947 0.0039841  0.00552279 0.00249896
 0.00393119 0.00375066 0.00697084 0.00796216 0.00452493 0.0041568
 0.00639055 0.00626889 0.0050379  0.00754384 0.00266896 0.00202458
 0.00589396 0.00438658 0.00285749 0.00298315 0.00435083 0.0080713
 0.00535994 0.00795917 0.0062487  0.00371833 0.00409165 0.00841375
 0.00565622 0.00328976 0.00292709 0.00475267 0.00539101 0.00555288
 0.00367269 0.00301514 0.00113388 0.00781302 0.00776948 0.00375542
 0.00467977 0.0062034  0.00600262 0.0008065  0.00353241 0.00314661
 0.00373402 0.01086695 0.00763366 0.00539251]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C0079924,Oligohydramnios,30,0.022138982709620086,0.0,"[0.01361672 0.01472804 0.01456273 0.01390313 0.01462215 0.01224499
 0.01610767 0.01766699 0.01449558 0.01365323 0.01637047 0.01694447
 0.01319378 0.01687448 0.01724863 0.00815178 0.01538713 0.0126445
 0.01385089 0.0106762  0.01231694 0.0190184  0.0070482  0.01711464
 0.01463163 0.01007303 0.01281518 0.0169536  0.01602156 0.01362118
 0.01179898 0.01644755 0.00968502 0.01171903 0.01643639 0.01445271
 0.01421227 0.01017323 0.01735833 0.01693463 0.01921029 0.01227259
 0.02086141 0.01652912 0.0158245  0.01530736 0.01263977 0.01690671
 0.00986408 0.013152   0.01226343 0.01450303 0.01225316 0.01601863
 0.01345747 0.00914222 0.01546126 0.01358444 0.01225901 0.01610839
 0.01123432 0.0219922  0.0113707  0.01581785 0.01092353 0.01183612
 0.0144922  0.01316503 0.01236979 0.00892797 0.01209431 0.01222597
 0.00868541 0.01482998 0.01427622 0.00926946 0.01920083 0.0152956
 0.01297498 0.01213673 0.0142458  0.01283953 0.01528745 0.01246041
 0.00877899 0.01367867 0.01444927 0.01176699 0.01659223 0.00984607
 0.01899617 0.01330104 0.01006408 0.01323525 0.01748525 0.01419453
 0.01713116 0.00796514 0.01240974 0.01014784]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C0003578,Apnea,44,0.03886337829900619,0.0,"[0.02220853 0.02587658 0.02549044 0.02106735 0.02481915 0.02418635
 0.02634574 0.02321069 0.03047551 0.02873514 0.02229722 0.02750875
 0.02276708 0.0187317  0.02262508 0.02683184 0.03016665 0.02979373
 0.03177848 0.02526421 0.03778438 0.03006431 0.02741083 0.02268017
 0.03274291 0.0244382  0.0254567  0.02133007 0.0233668  0.03664747
 0.02427184 0.02792484 0.03651376 0.02967845 0.02619616 0.03472291
 0.02630474 0.02529293 0.02880261 0.02221745 0.02513948 0.02325228
 0.01894191 0.02357623 0.02866446 0.02547553 0.0238848  0.02600422
 0.02807099 0.02940119 0.02390507 0.02572882 0.02216292 0.02735563
 0.02958179 0.02380278 0.0317512  0.02521389 0.02593832 0.02550258
 0.03199145 0.03105456 0.03112115 0.01835545 0.02882125 0.02137006
 0.0306002  0.02658619 0.0250228  0.03126674 0.02362393 0.02799856
 0.02871948 0.02737326 0.02364093 0.0214689  0.02125265 0.02829322
 0.01964848 0.02252885 0.02398639 0.02911444 0.02886404 0.02754036
 0.02550868 0.0316352  0.02662997 0.02786788 0.03272863 0.02472077
 0.02696675 0.02370739 0.03227234 0.01890949 0.02274687 0.02176847
 0.02546411 0.02786119 0.03202771 0.03113746]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C0332606,Elfin facies,10,0.00997267613760212,0.0,"[0.00458729 0.00852848 0.00823726 0.00687164 0.01127074 0.00497683
 0.00290226 0.00694739 0.01197708 0.00612415 0.00521587 0.00904025
 0.00248343 0.00647284 0.00505139 0.00907045 0.00377611 0.0080196
 0.00488705 0.01233595 0.00340627 0.00434488 0.00495274 0.00688046
 0.00725832 0.00538271 0.01305929 0.00658258 0.00400288 0.00294108
 0.00499896 0.00939227 0.004583   0.00791483 0.00367553 0.00608174
 0.00665765 0.00698845 0.00923107 0.0049776  0.00936929 0.00347081
 0.00806355 0.01092381 0.00586136 0.00762962 0.0110002  0.00661909
 0.00901822 0.0090922  0.00553847 0.00395148 0.00582968 0.00436103
 0.00661633 0.00333746 0.00868519 0.00290124 0.00555278 0.00622819
 0.00769838 0.0076201  0.00688224 0.00703833 0.00807595 0.00741203
 0.00376669 0.01083204 0.01379061 0.00878831 0.0101757  0.00761763
 0.00696254 0.0031957  0.00431701 0.00494227 0.01163968 0.00380275
 0.0098877  0.00731732 0.0055521  0.00359877 0.00393161 0.00901691
 0.00419881 0.01006654 0.00476083 0.01396248 0.00740793 0.00762978
 0.00600763 0.00883247 0.00959755 0.00507137 0.00933575 0.00625114
 0.00402678 0.00587917 0.00713998 0.00438551]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.12,1.0
C0857973,Increased serum parathyroid hormone,13,0.023941852886327376,0.0,"[0.01062973 0.01050488 0.00960358 0.01069021 0.00853441 0.0057671
 0.01307437 0.00367449 0.00677596 0.00780841 0.01309817 0.01061049
 0.01463712 0.01121304 0.01451508 0.00997691 0.01161879 0.00994651
 0.0105667  0.00774684 0.01066167 0.00945541 0.00550682 0.01119195
 0.00929105 0.01161833 0.01087302 0.00718712 0.00648261 0.01194615
 0.01354645 0.00970232 0.01672511 0.01167077 0.00665693 0.01318754
 0.00503341 0.00656844 0.01268599 0.00924758 0.00806101 0.0124457
 0.00963736 0.01214533 0.01257001 0.00755512 0.00748672 0.01872401
 0.0071762  0.00982387 0.00867991 0.01687205 0.00863088 0.009023
 0.00573938 0.00758574 0.00921386 0.005347   0.00814586 0.00655684
 0.01144149 0.00904022 0.00826294 0.01424672 0.00951824 0.00865927
 0.00500826 0.00578028 0.01066328 0.00907105 0.00733574 0.00914978
 0.00533696 0.011887   0.01015013 0.01008471 0.00756687 0.01534671
 0.00631117 0.00662115 0.01025868 0.01195087 0.00856484 0.00770213
 0.00842189 0.01116504 0.01038607 0.00947144 0.01155349 0.00648885
 0.0102921  0.00635189 0.00832339 0.0151545  0.00746482 0.00860524
 0.00583204 0.01269814 0.01331965 0.01564939]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C0240310,Hypoplasia of the maxilla,65,0.07935678614038279,0.007662835249042145,"[0.05257458 0.05793168 0.05902686 0.04662534 0.05397115 0.06354764
 0.06235721 0.04824258 0.06089009 0.05092885 0.05876504 0.05677414
 0.05893476 0.05331655 0.07102884 0.05391743 0.06644396 0.05708502
 0.04680364 0.04980353 0.05834534 0.05927252 0.06693639 0.05873948
 0.04778522 0.06388966 0.05671193 0.05745726 0.05417211 0.06441595
 0.05586965 0.05521898 0.04944905 0.05851087 0.04898561 0.0521777
 0.06232736 0.05378489 0.06227005 0.0527522  0.05490453 0.06631379
 0.06024506 0.05144077 0.05267331 0.0638533  0.05259457 0.05994383
 0.05721619 0.05939816 0.05546967 0.07316221 0.05924904 0.06229498
 0.05029788 0.05027131 0.04977359 0.05081082 0.06143288 0.05069016
 0.05274027 0.05531391 0.05734682 0.05464919 0.05880121 0.05843495
 0.05830778 0.05331824 0.06334354 0.04043328 0.05252947 0.04862728
 0.04843816 0.05589322 0.05901225 0.05421689 0.04760795 0.05960193
 0.05504249 0.05715447 0.06010873 0.06181152 0.05908585 0.05775717
 0.05848936 0.0467137  0.05922161 0.05868381 0.05092204 0.05043823
 0.05131428 0.06323343 0.05709573 0.05979907 0.07070408 0.05485249
 0.05523207 0.05968786 0.06069927 0.05527073]","[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00327869 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00529101 0.         0.
 0.         0.         0.         0.00359712 0.         0.00430108
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00584795 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00378788 0.
 0.         0.         0.         0.        ]",0.0,0.0
C0241210,Speech Delay,112,0.09942627934290969,0.0020161290322580645,"[0.07300166 0.07715215 0.07663592 0.08291843 0.07503273 0.07207526
 0.08013466 0.07823354 0.08351849 0.08248574 0.08358804 0.06989465
 0.08187427 0.07550357 0.07707473 0.08137735 0.06529066 0.07070781
 0.08375474 0.07322144 0.07685988 0.07744465 0.08156765 0.07615222
 0.07794728 0.06253917 0.07322008 0.08295617 0.07452181 0.07557994
 0.08981925 0.08078807 0.08515126 0.07826276 0.090183   0.07605083
 0.06947382 0.07044272 0.07309255 0.07558286 0.0753024  0.07081332
 0.07730704 0.07798008 0.07933453 0.07702281 0.07451627 0.06994494
 0.07820771 0.0793356  0.07605609 0.07280232 0.08044989 0.07484342
 0.0738311  0.08485785 0.06526875 0.07095758 0.07683905 0.08382075
 0.08472888 0.06382556 0.07385396 0.07913718 0.07484375 0.08063385
 0.0809518  0.072434   0.07730258 0.08074138 0.07406334 0.07800241
 0.07766958 0.07444347 0.07317636 0.07764184 0.07780938 0.07425328
 0.08321568 0.06767577 0.08309032 0.06448666 0.07690984 0.07064112
 0.07372515 0.0808024  0.07332541 0.06707067 0.06892095 0.08135997
 0.07542591 0.07905397 0.06885013 0.07450342 0.07899773 0.07910009
 0.07482824 0.07184541 0.07778141 0.08854679]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0027720,Nephrosis,15,0.024678946721682367,0.011904761904761904,"[0.0102415  0.01422372 0.01327104 0.00972461 0.01581312 0.01095664
 0.00968693 0.01833657 0.0104037  0.01380029 0.01223286 0.00963702
 0.01180953 0.00816119 0.00973943 0.0092562  0.01395218 0.01160701
 0.01347697 0.01013259 0.01348299 0.02280631 0.00696666 0.00881148
 0.01555741 0.01453719 0.01173393 0.01190821 0.00825352 0.01318726
 0.01572829 0.00708902 0.01278455 0.01494958 0.0151342  0.00892298
 0.00827157 0.01298336 0.01153051 0.00843917 0.01194189 0.01114281
 0.01238905 0.01257418 0.01518715 0.00789128 0.01014005 0.01355507
 0.01795798 0.00948643 0.01252641 0.01351475 0.01471242 0.01358711
 0.0119144  0.01133782 0.01460557 0.01047687 0.01673443 0.01331083
 0.02166524 0.01537751 0.02169465 0.00960259 0.01034413 0.01639585
 0.01223512 0.01573616 0.01580797 0.00994085 0.01168335 0.00916135
 0.01580312 0.00930152 0.01246596 0.01453459 0.01039156 0.01009271
 0.01861251 0.0184941  0.01161261 0.01555767 0.00929704 0.01708442
 0.01696866 0.01135539 0.01932178 0.01052498 0.01422752 0.01139076
 0.01079253 0.01256899 0.01181796 0.0139234  0.01742982 0.01068886
 0.01149675 0.02030031 0.01213987 0.00801005]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0026636,Mouth Diseases,12,0.016648534630083915,0.0,"[0.00390605 0.00547067 0.00442623 0.00786686 0.00528002 0.00734952
 0.00314593 0.00562944 0.00664938 0.00436168 0.0099504  0.00663934
 0.00398898 0.01179043 0.00515482 0.00789442 0.00738547 0.00468654
 0.01121699 0.00684705 0.00939781 0.00481286 0.00721432 0.00999409
 0.01011979 0.00860727 0.00323527 0.00733498 0.00779649 0.00719774
 0.00934377 0.00676888 0.00566746 0.00684932 0.00564511 0.01180523
 0.00905361 0.00582528 0.01026752 0.00803905 0.01153487 0.00956568
 0.00814801 0.00533586 0.00519616 0.00547998 0.0091722  0.01136056
 0.00881697 0.0089416  0.00495325 0.00701466 0.00619511 0.00514149
 0.00830558 0.00826402 0.00356217 0.01094445 0.00724341 0.00416355
 0.00516851 0.00538618 0.0069626  0.00612378 0.00531829 0.00763587
 0.00802224 0.00483154 0.01515975 0.00768554 0.00902523 0.01245545
 0.00466517 0.00613748 0.01154564 0.00362212 0.0057892  0.00486414
 0.00499712 0.00957699 0.00770049 0.00998292 0.00690503 0.00626862
 0.00336157 0.00597918 0.009008   0.00891795 0.00467907 0.00514833
 0.01026969 0.00818113 0.00814045 0.00907564 0.00853338 0.00932466
 0.00735577 0.00901925 0.0056373  0.00571057]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C1838979,MITOCHONDRIAL COMPLEX I DEFICIENCY,20,0.7833794114956563,0.1229667812142039,"[0.01390241 0.011959   0.01388525 0.01332789 0.01152726 0.01644174
 0.01192745 0.01176659 0.01627319 0.00664386 0.01384251 0.00826061
 0.00892696 0.00972147 0.01606657 0.01335901 0.01743835 0.01334312
 0.01201139 0.01417947 0.01321155 0.01365085 0.00822784 0.01439964
 0.01652609 0.01271497 0.011486   0.01466955 0.01523433 0.01648586
 0.00699334 0.01348505 0.01324104 0.01160918 0.0086546  0.00993806
 0.01042067 0.00801315 0.01336598 0.01851819 0.00891448 0.0172927
 0.01259839 0.01740592 0.01149297 0.01918948 0.01240003 0.01012712
 0.01218766 0.01133954 0.01257394 0.00819248 0.00917464 0.00933908
 0.01843842 0.01346781 0.00977246 0.0107713  0.01439428 0.01455826
 0.01009874 0.01005026 0.01080291 0.01155502 0.00870149 0.01030853
 0.01905595 0.01045656 0.01017073 0.01520387 0.01021243 0.01323547
 0.01388702 0.01743004 0.01531073 0.01420158 0.01036854 0.01421838
 0.00839658 0.01353735 0.01112779 0.01246272 0.01098979 0.01558331
 0.01166209 0.00866743 0.00789645 0.01017228 0.010385   0.0117334
 0.0123396  0.01717847 0.01291239 0.00638025 0.00837929 0.01536147
 0.01006739 0.00944324 0.00878809 0.02161794]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C1838608,Radial aplasia,15,0.048354026238418835,0.017543859649122806,"[0.01316078 0.00769806 0.01471542 0.00793052 0.01319665 0.00697494
 0.00874651 0.01287155 0.00756209 0.01686442 0.01182228 0.01034047
 0.01099462 0.01164458 0.0096346  0.01006284 0.01570795 0.00821797
 0.00792045 0.01182897 0.00617945 0.0069047  0.01004462 0.01106525
 0.01012699 0.0075943  0.00764389 0.00958922 0.00791509 0.00898604
 0.0113889  0.00942636 0.00996659 0.00881708 0.01471604 0.01295338
 0.01386553 0.01123786 0.01227984 0.01173235 0.00714182 0.0087697
 0.01759258 0.01064606 0.00841746 0.006398   0.0064354  0.01806055
 0.01618786 0.00814313 0.00689324 0.00904672 0.01248405 0.01294236
 0.0080734  0.01508651 0.00899364 0.01257767 0.00955115 0.00614161
 0.00633834 0.01124988 0.01256921 0.01433253 0.01532006 0.01574355
 0.0100598  0.00610961 0.00752428 0.01004984 0.01013766 0.01103198
 0.01461912 0.01126876 0.00596995 0.00985006 0.00635172 0.00883264
 0.0108106  0.01306326 0.0100796  0.00739221 0.00918062 0.00565776
 0.00862662 0.00770099 0.01050166 0.01655605 0.00790336 0.01379203
 0.0094258  0.00799153 0.01533506 0.00610338 0.00717049 0.00835633
 0.01221349 0.0145149  0.01799996 0.00949319]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C2219717,menstrual periods stopped for over 6 months,13,0.007971169148005037,0.0,"[0.00289143 0.00203299 0.00461534 0.00847438 0.00300703 0.00288933
 0.00582406 0.00657887 0.00707446 0.00157571 0.00744543 0.00573006
 0.00763069 0.0075431  0.00356851 0.00712832 0.00106307 0.00431592
 0.00165259 0.00652884 0.0045865  0.00430379 0.00684296 0.00355843
 0.00428577 0.00787698 0.00463463 0.00606026 0.0082083  0.00314921
 0.00427112 0.0028036  0.00543445 0.00721349 0.00385657 0.01168787
 0.00412404 0.00452865 0.00808272 0.00971412 0.00364322 0.00365792
 0.00411683 0.00275867 0.0052496  0.00695653 0.00533458 0.0033649
 0.00573535 0.00600016 0.00231411 0.00171075 0.00744955 0.00802964
 0.00404052 0.00220928 0.00564385 0.00803785 0.00423875 0.01030115
 0.00407334 0.00345    0.00575762 0.00472952 0.00606017 0.00392311
 0.00297436 0.00366545 0.0060953  0.01115262 0.00856937 0.01099239
 0.0119147  0.00481874 0.00633519 0.00578137 0.00378566 0.00298159
 0.00187467 0.00619046 0.00465156 0.00115907 0.00312753 0.00548073
 0.01255012 0.00379237 0.01051255 0.00449947 0.00704917 0.0070414
 0.00617792 0.00331401 0.0072216  0.00791009 0.00426043 0.00531754
 0.00737665 0.00995168 0.0052307  0.00881729]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.16,1.0
C1837404,"High, narrow palate",32,0.032874957675112726,0.0,"[0.01692843 0.0168886  0.02082956 0.01748859 0.02844672 0.01444444
 0.01780408 0.01564698 0.01542033 0.02250483 0.01448781 0.02604121
 0.01790938 0.02251171 0.01577382 0.01725271 0.01657742 0.01551843
 0.01982692 0.01548313 0.02091371 0.01768318 0.0184435  0.01898972
 0.0177353  0.01497667 0.01552844 0.0162538  0.02000108 0.01856934
 0.01041018 0.01364959 0.02091746 0.0130686  0.02185931 0.01998015
 0.01244946 0.01544344 0.01542997 0.01409108 0.01882441 0.0180846
 0.01475387 0.01439207 0.0178281  0.01335041 0.0137366  0.02301043
 0.01486635 0.01995794 0.01633252 0.01697904 0.01609169 0.01406119
 0.01534335 0.0157604  0.01504916 0.0193946  0.01982639 0.01656088
 0.01476561 0.0239883  0.02156172 0.02220647 0.0124672  0.01634392
 0.01877731 0.01981744 0.02405468 0.0159251  0.01698761 0.02634492
 0.01651598 0.01678938 0.01753551 0.01799377 0.01186146 0.01786912
 0.01285946 0.01512605 0.01165714 0.02378305 0.01939475 0.02052317
 0.01707109 0.01478935 0.01406667 0.02104204 0.01517719 0.0164542
 0.02259299 0.01985256 0.01532974 0.01573427 0.02085266 0.0160696
 0.01795921 0.01612912 0.02159704 0.02030322]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,1.0
C1837402,Flat occiput,25,0.10269811698519732,0.05050505050505051,"[0.01100584 0.01102316 0.01225108 0.01786283 0.01045918 0.01032038
 0.01053905 0.01086603 0.01353644 0.01498796 0.00805631 0.01798736
 0.00864076 0.01226162 0.01543203 0.00691689 0.00951734 0.01056273
 0.01874582 0.01234493 0.0125772  0.0125269  0.01559575 0.01285566
 0.01259897 0.01116623 0.0123031  0.00826313 0.01001058 0.01362103
 0.01337252 0.01238186 0.01150109 0.01146343 0.01093871 0.01068857
 0.01714737 0.01442161 0.00925034 0.01265924 0.02008583 0.0101315
 0.01525381 0.01468784 0.00969282 0.01233234 0.01432978 0.01104739
 0.01298617 0.01473068 0.01562951 0.01679725 0.00998857 0.01048856
 0.00799469 0.00998748 0.0140783  0.01259181 0.01677017 0.01025182
 0.01348626 0.01317849 0.01310471 0.01616    0.01138373 0.01055275
 0.01481634 0.01172324 0.01049315 0.0164013  0.01422843 0.01113531
 0.02106246 0.0099658  0.01044599 0.01586223 0.00895222 0.00962486
 0.00925292 0.01405905 0.00964052 0.0123524  0.01332715 0.01268395
 0.01090964 0.00984024 0.01161211 0.00763747 0.01265625 0.01245154
 0.01397968 0.0137651  0.00865331 0.01727008 0.01274989 0.01086117
 0.00731081 0.01493178 0.01422158 0.01003945]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
