disease_id,disease_name,disease_size,loo_median_CI,loo_median_DI,null_loo_medians_CI,null_loo_medians_DI,pvalue_CI,pvalue_DI
C0079924,Oligohydramnios,30,0.022138982709620086,0.0,"[0.01248998 0.01636277 0.01266566 0.0145115  0.01382121 0.0135296
 0.01550904 0.01389839 0.01265662 0.01299204 0.01025762 0.01254372
 0.00939952 0.01232831 0.01037817 0.00925676 0.01434491 0.01579596
 0.012948   0.01162707 0.01826057 0.01308211 0.01306082 0.01274739
 0.00987497 0.01509836 0.01368143 0.01706749 0.0107001  0.01368137
 0.00799136 0.0141368  0.0105485  0.01028773 0.01492933 0.01909564
 0.01439994 0.01489674 0.02095283 0.01383985 0.01916532 0.01214659
 0.01591871 0.01745438 0.00703607 0.01286163 0.01179626 0.01205344
 0.01353804 0.02026469 0.0135851  0.01684119 0.01839997 0.01410657
 0.0153459  0.01484481 0.01324094 0.01093305 0.01005807 0.01067108
 0.01635485 0.01237733 0.01442486 0.01354513 0.01496078 0.01015922
 0.01020808 0.01340288 0.0187219  0.01017901 0.0106709  0.01536133
 0.01400246 0.01173582 0.01129988 0.01474822 0.00943953 0.01433
 0.01578377 0.0131373  0.0105327  0.01094192 0.01554052 0.01493451
 0.01124066 0.02010167 0.01384316 0.0170879  0.01331856 0.01503313
 0.01962075 0.01720162 0.01405174 0.01489181 0.01263335 0.01245979
 0.01784314 0.00949957 0.01277348 0.01282271]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.53
C0003578,Apnea,44,0.03886337829900619,0.0,"[0.02464061 0.0292705  0.02143611 0.02515816 0.03097842 0.02600167
 0.02112098 0.02581128 0.02471752 0.03025155 0.02139583 0.02596289
 0.03069578 0.03280978 0.03147097 0.02776642 0.02533013 0.02239533
 0.02654211 0.02731767 0.0277795  0.02508304 0.02327189 0.02553257
 0.02692402 0.02684662 0.02377867 0.03017388 0.0421218  0.02083102
 0.02167436 0.03249485 0.02860482 0.0282752  0.02942711 0.02567419
 0.02494721 0.02580248 0.03167913 0.02941209 0.03103012 0.02058281
 0.02961887 0.02258563 0.02959452 0.02242313 0.02882245 0.02271908
 0.02930518 0.02448799 0.02351422 0.02473342 0.02768819 0.0258879
 0.02754984 0.02950667 0.02489311 0.03216088 0.02086726 0.02272447
 0.03001682 0.02571436 0.03127961 0.02537944 0.03013425 0.02714093
 0.0261409  0.02397113 0.03104204 0.02267604 0.02993843 0.02581842
 0.02462404 0.03214685 0.02687016 0.02198305 0.02462709 0.02223759
 0.02005236 0.02541011 0.02018884 0.02058464 0.02126572 0.02369655
 0.02946312 0.023992   0.03383221 0.01876652 0.02982175 0.02361537
 0.02347626 0.02773854 0.02771155 0.03460811 0.03032179 0.03038128
 0.02896013 0.02771231 0.0343943  0.02053985]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.01,0.49
C0332606,Elfin facies,10,0.00997267613760212,0.0,"[0.00738969 0.00655036 0.01191012 0.00830871 0.00465442 0.00608103
 0.00617007 0.0098501  0.00872078 0.00468146 0.00481666 0.00443403
 0.00608055 0.00837662 0.00760029 0.00774936 0.00946531 0.00660307
 0.00425773 0.00670339 0.00835106 0.00737174 0.00847193 0.00603212
 0.00951881 0.00464409 0.00489187 0.00470382 0.00533389 0.00663664
 0.00503051 0.00839165 0.00676296 0.006283   0.00753636 0.00653832
 0.00973718 0.0068509  0.00831875 0.00823769 0.005961   0.00337471
 0.002877   0.01130642 0.00933063 0.00865636 0.00569852 0.00692938
 0.00170287 0.00883192 0.00910951 0.00501709 0.00934239 0.01168632
 0.00626654 0.00650739 0.01060572 0.00204676 0.00884151 0.00584883
 0.008622   0.00475859 0.00788905 0.00401879 0.01001673 0.00494265
 0.00749043 0.00433127 0.00703943 0.00556989 0.00696829 0.00713683
 0.00551439 0.00521796 0.00771183 0.00644744 0.00410941 0.00772485
 0.00539721 0.00296677 0.0057465  0.0048353  0.00798936 0.00645623
 0.00581174 0.00518057 0.00423078 0.01075352 0.00691685 0.01091246
 0.00456398 0.00304078 0.0039944  0.01068754 0.00736721 0.00582008
 0.00527353 0.00502364 0.00939515 0.00685622]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.08,0.51
C1866730,Rhizomelia,26,0.018004699457557713,0.0,"[0.00668685 0.01403399 0.00734161 0.01056843 0.00951519 0.01004056
 0.01277221 0.01216052 0.00865399 0.00850654 0.01029948 0.01242196
 0.01099799 0.0095319  0.00903189 0.0096286  0.01466913 0.01013626
 0.00855067 0.01187076 0.00744257 0.00829044 0.00415578 0.01087491
 0.00926467 0.01025259 0.01389624 0.01361637 0.0067838  0.01145849
 0.00891773 0.00936288 0.01153045 0.01460712 0.00746989 0.01295248
 0.00902293 0.01161238 0.01143686 0.00906105 0.00554851 0.0091571
 0.00634976 0.00545085 0.01183369 0.00710603 0.00854661 0.01291135
 0.01274082 0.0101717  0.00874626 0.01065356 0.00688132 0.01222416
 0.01667605 0.00830717 0.0080822  0.00526642 0.011016   0.01122495
 0.00877518 0.01433932 0.00918478 0.01001458 0.01132605 0.01179979
 0.00765409 0.007187   0.01071472 0.01234042 0.01123735 0.01440534
 0.00738848 0.0106793  0.01019559 0.00599109 0.01089224 0.0111916
 0.0091703  0.00866278 0.00885821 0.01497957 0.01091864 0.01023125
 0.01157065 0.01069668 0.01370433 0.00824615 0.01287083 0.0067605
 0.0111461  0.00886841 0.01213681 0.00994198 0.00748035 0.0093715
 0.01152605 0.0080613  0.01339803 0.00909778]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.5
C0240310,Hypoplasia of the maxilla,65,0.07935678614038279,0.007662835249042145,"[0.04742075 0.06176204 0.06261364 0.06136613 0.05878782 0.05782204
 0.05796942 0.06179501 0.06104499 0.06024248 0.06244858 0.05546759
 0.05038442 0.05552304 0.05623912 0.05866218 0.07064336 0.06111746
 0.05291922 0.04474482 0.05498038 0.05625748 0.049599   0.05446789
 0.0557256  0.05378581 0.06233818 0.06565486 0.05354551 0.05791122
 0.06042242 0.05253253 0.05318254 0.05884946 0.05768754 0.04828503
 0.05471893 0.05490345 0.05559885 0.06152547 0.0575199  0.05292003
 0.05780572 0.06019157 0.05386572 0.05427345 0.06063784 0.05951387
 0.06720456 0.05815098 0.05879913 0.05349365 0.05531227 0.05422077
 0.0500731  0.05388626 0.0560937  0.06896225 0.06122721 0.05199545
 0.05134221 0.06577687 0.05394182 0.05146934 0.05767316 0.05665592
 0.05427016 0.06047583 0.05654663 0.05675802 0.06661075 0.0514454
 0.04848114 0.0668759  0.04985776 0.05982561 0.05653397 0.0544142
 0.0581055  0.05728002 0.06509184 0.05510476 0.05839685 0.0527219
 0.0524402  0.05838004 0.05533062 0.05371867 0.05241394 0.05360424
 0.05699078 0.05841369 0.06207296 0.05925624 0.05535896 0.05660226
 0.06006113 0.0515452  0.0595993  0.05587141]","[0.         0.         0.         0.         0.0052356  0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00729927 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00314465 0.00520833 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.0,0.0
C0241210,Speech Delay,112,0.09942627934290969,0.0020161290322580645,"[0.08163032 0.08008713 0.08102306 0.07415178 0.08020109 0.07933534
 0.08158141 0.07102181 0.07543051 0.07364646 0.07900616 0.07851637
 0.07972958 0.06923829 0.07846274 0.07711109 0.07420227 0.08521773
 0.07695574 0.07727274 0.0806253  0.07165875 0.07390935 0.07090568
 0.0759513  0.0720216  0.07602903 0.09097336 0.07913955 0.07999866
 0.07063632 0.07038963 0.08251109 0.08060164 0.09355534 0.07333485
 0.07982306 0.07701188 0.07152529 0.08089629 0.06975402 0.08004728
 0.07536836 0.07429181 0.06934411 0.07601186 0.07456041 0.07728574
 0.08776872 0.07868418 0.07840322 0.07198877 0.07330126 0.08012924
 0.09410872 0.07522818 0.06746311 0.07725045 0.07207795 0.07902696
 0.07127862 0.07925779 0.06610562 0.07636241 0.06882996 0.07968325
 0.07730476 0.08348228 0.08830323 0.07705049 0.07005873 0.07188648
 0.07403625 0.07666242 0.07979016 0.07177665 0.07311212 0.0716079
 0.07370864 0.07027112 0.08003333 0.06698599 0.07469707 0.07701413
 0.07154697 0.07688859 0.07747667 0.06969167 0.07320232 0.08690566
 0.06548953 0.07305068 0.07933696 0.07475164 0.07361299 0.0752483
 0.07576379 0.07566804 0.07326696 0.08015082]","[0.01093713 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.0,0.01
C0027720,Nephrosis,15,0.024678946721682367,0.011904761904761904,"[0.02204578 0.01233314 0.01896362 0.01203179 0.00811055 0.0113013
 0.01039419 0.00599596 0.01361054 0.01066463 0.01179381 0.01781239
 0.0082027  0.01126554 0.00990389 0.01428937 0.00860206 0.01302515
 0.0108645  0.00905332 0.01262436 0.00708854 0.01189442 0.01599528
 0.01046843 0.01914159 0.00711325 0.01884526 0.0123344  0.01390309
 0.01868117 0.01318133 0.01090795 0.01357708 0.01191148 0.01295442
 0.01106448 0.02077783 0.01284073 0.01024988 0.00920262 0.01703164
 0.01233449 0.01054707 0.01314678 0.00698146 0.0095306  0.01126787
 0.01730394 0.01247524 0.01398271 0.0078349  0.01550771 0.01499412
 0.01833723 0.01497782 0.0091954  0.01528635 0.01301172 0.01882652
 0.00722423 0.0100504  0.01672163 0.01480177 0.01286721 0.00883388
 0.00938355 0.0142277  0.01746419 0.01072482 0.01497802 0.01218416
 0.00906508 0.0153594  0.01337432 0.0184164  0.01338102 0.01643632
 0.01426563 0.00724092 0.01570481 0.01080536 0.01000476 0.00967321
 0.00893597 0.01221069 0.01423985 0.00829179 0.01363607 0.01290906
 0.01148353 0.00956039 0.01565605 0.01003771 0.01395745 0.00926952
 0.0117434  0.01993698 0.01426344 0.01056329]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0026636,Mouth Diseases,12,0.016648534630083915,0.0,"[0.00341977 0.00293853 0.00605573 0.00924265 0.00894798 0.00714512
 0.00838053 0.00474252 0.00688284 0.0097065  0.00223193 0.0048907
 0.00820017 0.00567625 0.00988613 0.00638319 0.00943236 0.00703781
 0.00357138 0.01326809 0.00715965 0.00776631 0.00975833 0.00518058
 0.01128537 0.00576255 0.00544488 0.01315509 0.00776746 0.01218055
 0.00373619 0.01137234 0.00222231 0.00311768 0.0021766  0.00462779
 0.00492797 0.01149844 0.00688948 0.0068321  0.00977661 0.0061501
 0.00923611 0.005696   0.00368277 0.00705359 0.00561088 0.00594108
 0.00463907 0.00460254 0.00360031 0.00522534 0.00608489 0.00574559
 0.01005545 0.00732096 0.00832784 0.00675647 0.00536969 0.004196
 0.00695144 0.00510518 0.00617676 0.00664615 0.00632102 0.00675589
 0.00397456 0.01034892 0.01445358 0.00754689 0.01104344 0.01264732
 0.00532471 0.00761842 0.00465702 0.00605869 0.00337752 0.00709437
 0.00384358 0.0097943  0.0054251  0.01210643 0.00407539 0.00675705
 0.01002129 0.00390707 0.00989813 0.00908753 0.01132884 0.00745824
 0.00494746 0.01072739 0.01171184 0.00717561 0.00800117 0.00324381
 0.00576432 0.0044055  0.00575608 0.00609889]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.48
C4021107,Non-obstructive azoospermia,22,0.005884294021923003,0.0,"[0.00677448 0.00267668 0.00219204 0.00442184 0.00893986 0.00210923
 0.00382828 0.00249498 0.00364695 0.00291042 0.00391878 0.00931338
 0.00663631 0.00227224 0.0047389  0.00192075 0.00494234 0.0074205
 0.00528812 0.00550496 0.0092999  0.00536296 0.00368024 0.00102659
 0.00540016 0.00356662 0.00529147 0.00429975 0.00554108 0.00351728
 0.00295537 0.00492691 0.00578251 0.00945    0.00094516 0.0029733
 0.00159788 0.00219021 0.00092325 0.00825758 0.         0.00401193
 0.00427156 0.00516989 0.00321769 0.00482715 0.00215625 0.00551885
 0.00174363 0.0027745  0.00557751 0.00388326 0.00506942 0.00623477
 0.00604962 0.00783144 0.0038457  0.00798421 0.0038867  0.00890749
 0.00763324 0.01446268 0.00478567 0.00817524 0.0032489  0.
 0.00583936 0.00409882 0.00223252 0.00249424 0.00201054 0.00340077
 0.00135614 0.00432243 0.00810307 0.0026362  0.00463221 0.00331465
 0.00643646 0.00514835 0.00077231 0.00262084 0.00164437 0.00432335
 0.00108479 0.00201373 0.00210491 0.00746625 0.00207356 0.00284187
 0.00517656 0.00190834 0.00527265 0.00488623 0.00430943 0.00712458
 0.00183435 0.00521682 0.00390216 0.00304573]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.2,0.41
C0026633,Mouth Abnormalities,14,0.010828275136968421,0.0,"[0.00637457 0.00400199 0.00610505 0.00430494 0.01134276 0.00019405
 0.00440829 0.00809531 0.00612497 0.0064863  0.00428993 0.00491282
 0.01227562 0.0043325  0.00260344 0.00596467 0.00443973 0.0045068
 0.00353082 0.00477396 0.00836851 0.00429097 0.00472584 0.005176
 0.00411694 0.00154864 0.00832479 0.00335928 0.00699921 0.00523472
 0.01001825 0.00235467 0.00592508 0.00404758 0.00454767 0.00529526
 0.00832986 0.0031207  0.00524715 0.00131851 0.00253668 0.00373325
 0.00516133 0.00433726 0.00484898 0.00359629 0.00248268 0.00187502
 0.00675304 0.00195224 0.00580818 0.00623732 0.00144927 0.00706605
 0.00482716 0.00361194 0.00125195 0.00443869 0.00535627 0.00639137
 0.00408929 0.00322785 0.00619982 0.0055949  0.00599128 0.00445497
 0.00688618 0.00457773 0.0077946  0.00571966 0.01350776 0.00529301
 0.00643865 0.00571392 0.00327309 0.00280618 0.00157075 0.00671458
 0.0060255  0.00416694 0.00775293 0.00616518 0.00446717 0.00512952
 0.00372087 0.00547979 0.00279502 0.00934405 0.00567295 0.00589138
 0.00215098 0.00250254 0.00751612 0.00375231 0.00622676 0.00825445
 0.00860049 0.00350802 0.00431713 0.0039529 ]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.03,0.41
C2219717,menstrual periods stopped for over 6 months,13,0.007971169148005037,0.0,"[0.00514397 0.00589383 0.00445236 0.00503351 0.00276461 0.00317001
 0.00557904 0.00172896 0.00472507 0.00322575 0.00920115 0.00714345
 0.00933805 0.00439467 0.00572115 0.00595171 0.00746819 0.00439145
 0.00734095 0.00524716 0.00392957 0.00484644 0.00388719 0.00755301
 0.00494063 0.00354271 0.00647383 0.00598007 0.00569795 0.00414087
 0.00341876 0.0089639  0.00189873 0.00371803 0.00369707 0.00206943
 0.01472367 0.00569179 0.00734311 0.00637096 0.00677821 0.00641071
 0.00365577 0.00908657 0.00768995 0.00848489 0.00817088 0.00686729
 0.00264545 0.00252703 0.00837726 0.00577744 0.00848074 0.00701756
 0.00565293 0.00925779 0.00632541 0.00530927 0.0095508  0.00190548
 0.00403301 0.00449837 0.00516225 0.01169589 0.00539031 0.00411292
 0.00705672 0.00592194 0.00620179 0.00545545 0.00360859 0.00675466
 0.00651207 0.00867366 0.00758518 0.00663854 0.00752993 0.00567785
 0.01067986 0.00831503 0.00354413 0.00639297 0.00477935 0.00088392
 0.00099674 0.00537022 0.00659441 0.01696159 0.00676752 0.00245576
 0.00635519 0.00478236 0.01028277 0.0071373  0.01187044 0.00262014
 0.01024941 0.00656253 0.00482017 0.00147819]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.19,0.56
C1837404,"High, narrow palate",32,0.032874957675112726,0.0,"[0.01569472 0.02067432 0.0177179  0.01644279 0.01622909 0.02133672
 0.01462541 0.0162013  0.02481965 0.01629232 0.02160478 0.0184144
 0.0241121  0.02359659 0.02151547 0.0130041  0.01686701 0.01381208
 0.01277139 0.01740322 0.01903855 0.01283061 0.01820945 0.01924038
 0.01707282 0.01210243 0.02050402 0.01614269 0.02247492 0.01852001
 0.02090954 0.02164255 0.01445142 0.02027168 0.02058461 0.01550292
 0.01713981 0.02655686 0.018396   0.01972507 0.012176   0.01509269
 0.01978744 0.01811569 0.01949868 0.01592964 0.0167618  0.01738199
 0.01598335 0.0215748  0.01823961 0.01387559 0.0196806  0.02325085
 0.01558045 0.02035153 0.0140429  0.01676264 0.01428207 0.0197408
 0.01559495 0.01443431 0.01582216 0.01791158 0.02138709 0.01690583
 0.01622114 0.01657794 0.01858631 0.02268482 0.01733728 0.01687781
 0.0172531  0.01895935 0.02127752 0.01476584 0.0217262  0.01778104
 0.01797239 0.01664883 0.02235447 0.01670626 0.02322591 0.02060155
 0.01249024 0.01936528 0.01928207 0.02231532 0.01629981 0.01302116
 0.01667074 0.01556176 0.01122765 0.01590454 0.01673857 0.02056431
 0.01910423 0.01558852 0.01655369 0.01908304]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.44
C1837402,Flat occiput,25,0.10269811698519732,0.05050505050505051,"[0.015777   0.00888285 0.01041338 0.01152756 0.01066409 0.00802117
 0.01060696 0.01713803 0.01759462 0.00943717 0.00991795 0.01170966
 0.01369372 0.01055574 0.00763168 0.00723178 0.00902263 0.0148406
 0.0155431  0.01175093 0.01135974 0.01723864 0.01067539 0.00954075
 0.01799908 0.01314826 0.012212   0.01161812 0.00938012 0.01382285
 0.01258093 0.01168756 0.01531838 0.01339783 0.01114556 0.00701785
 0.01205994 0.01031053 0.01041989 0.01224412 0.00962038 0.01055499
 0.01318859 0.00993754 0.01299593 0.01326762 0.01398986 0.00865566
 0.01836531 0.01368711 0.0143678  0.00725003 0.0100813  0.01556434
 0.01339122 0.01135399 0.01264078 0.0160906  0.01268232 0.01144522
 0.01493468 0.00922323 0.01411967 0.01074135 0.01147167 0.00826315
 0.01401677 0.01209046 0.00954814 0.01105096 0.01250318 0.00801185
 0.01630775 0.01029406 0.01343272 0.00908808 0.00912836 0.01097141
 0.01627485 0.01076047 0.01294394 0.01273765 0.01550753 0.00923166
 0.00942629 0.01163605 0.01833089 0.00762311 0.01497758 0.02146475
 0.01296605 0.00990676 0.01253867 0.01584194 0.01420792 0.01154482
 0.01094891 0.01483674 0.01018054 0.02028872]","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0,0.0
C0746940,nonverbal,43,0.034473168921703434,0.0,"[0.03888254 0.03061187 0.03151674 0.03430128 0.027576   0.03586769
 0.02795485 0.03535334 0.03881201 0.02541571 0.03001333 0.03513135
 0.03610534 0.0342564  0.02827704 0.03503267 0.02885965 0.02744851
 0.02884861 0.03317108 0.03031495 0.03066393 0.03746569 0.03221566
 0.03834199 0.03671002 0.0366816  0.03185717 0.0309155  0.03425803
 0.03287573 0.03123765 0.03613438 0.03427742 0.03567744 0.03124541
 0.03471329 0.03257397 0.04038954 0.02815492 0.02871004 0.0300219
 0.03029569 0.03318838 0.02827829 0.03472726 0.03245678 0.03383207
 0.02942308 0.03978803 0.02981275 0.03398017 0.03240978 0.03087217
 0.02612957 0.03226491 0.03589552 0.03738569 0.02786172 0.03255703
 0.03105298 0.0423472  0.03158129 0.02747376 0.03580492 0.03639109
 0.03127969 0.03717129 0.02931073 0.03045683 0.0361156  0.03377165
 0.03560267 0.03372306 0.03622409 0.03894724 0.03293474 0.03167382
 0.03884313 0.03976849 0.03045438 0.02466325 0.02671761 0.03322212
 0.03093217 0.03066184 0.0299605  0.03994745 0.02554335 0.03318371
 0.03652619 0.03212958 0.03261867 0.03571613 0.03527665 0.03190923
 0.03829313 0.02662811 0.02895219 0.02735513]","[0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.0028169 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.0019084 0.
 0.        0.       ]",0.34,0.46
